Year,Name,Occupation,Political_affiliation,Votes obtained,Elected_or_ot,Political_camp
2012,葉傲冬,區議員,民建聯,47363,,建制
2012,鄭泳舜,區議員,民建聯,47363,,建制
2012,陳偉明,區議員,民建聯,47363,,建制
2012,林心廉,業務總監,民建聯,47363,,建制
2012,黃毓民,立法會議員,人民力量,38578,Y,泛民
2012,嚴達明,牙醫,人民力量,38578,,泛民
2012,周峻翹,議員助理,人民力量,38578,,泛民
2012,劉鐵煒,議員助理,人民力量,38578,,泛民
2012,林依麗,前保良局總理,香港關注會,859,,泛民
2012,何家權,地產顧問,香港關注會,859,,泛民
2012,區咏豪,行政人員,香港關注會,859,,泛民
2012,李家威,地產顧問,香港關注會,859,,泛民
2012,梁美芬,法學院副教授,西九新動力,34548,Y,建制
2012,楊永杰,區議員,西九新動力,34548,,建制
2012,韋海英,區議員,西九新動力,34548,,建制
2012,梁文廣,區議員,西九新動力,34548,,建制
2012,毛孟靜,傳媒工作者/教師,公民黨,37925,Y,泛民
2012,王德全,電台節目監製,公民黨,37925,,泛民
2012,梁家傑,資深大律師,公民黨,41669,Y,泛民
2012,譚文豪,飛機師,公民黨,41669,,泛民
2012,黃國健,立法會議員,香港工會聯合會,40824,Y,建制
2012,簡銘東,區議員,香港工會聯合會,40824,,建制
2012,莫健榮,區議員,香港工會聯合會,40824,,建制
2012,何啟明,區議員,香港工會聯合會,40824,,建制
2012,陶君行,美國執業會計師,社會民主連線,27253,,泛民
2012,嚴鳳至,學童輔導導師,候選人並未提供有關資料,3263,,其他
2012,陳向然,副總裁,候選人並未提供有關資料,3263,,其他
2012,胡志偉,區議員,民主黨,43764,Y,泛民
2012,莫建成,社工,民主黨,43764,,泛民
2012,韓家銘,區議員,民主黨,43764,,泛民
2012,陳鑑林,立法會議員,民建聯,47415,Y,建制
2012,黎榮浩,區議員,民建聯,47415,,建制
2012,洪錦鉉,區議員,民建聯,47415,,建制
2012,柯創盛,區議員/ 社區工作者,民建聯,47415,,建制
2012,謝偉俊,律師,獨立候選人,38546,Y,其他
2012,黃洋達,作家,人民力量,36608,,泛民
2012,陳秀慧,出版經理,人民力量,36608,,泛民
2012,譚香文,資深會計師,獨立候選人,5440,,其他
2012,梁志祥,全職區議員,民建聯,33777,Y,建制
2012,曾憲強,商人,候選人並未提供有關資料,33777,,其他
2012,呂堅,研究員,民建聯,33777,,建制
2012,李美辰,董事,候選人並未提供有關資料,33777,,其他
2012,黃煒鈴,全職區議員,民建聯,33777,,建制
2012,徐君紹,全職區議員,民建聯,33777,,建制
2012,麥美娟,區議員,工聯會,35239,Y,建制
2012,陸頌雄,區議員,工聯會,35239,,建制
2012,陳文偉,區議員,工聯會,35239,,建制
2012,葛兆源,區議員,工聯會,35239,,建制
2012,鄧焯謙,區議員,工聯會,35239,,建制
2012,陳樹英,全職區議員,民主黨,25892,,泛民
2012,黃偉賢,全職區議員,民主黨,25892,,泛民
2012,李洪波,全職區議員,民主黨,25892,,泛民
2012,黃麗嫦,全職區議員,民主黨,25892,,泛民
2012,何杏梅,全職區議員,民主黨,25892,,泛民
2012,陳偉業,立法會議員,人民力量,44355,Y,泛民
2012,陳素玲,內容採購及發展經理,人民力量,44355,,泛民
2012,黎樂民,董事,人民力量,44355,,泛民
2012,湯詠芝,議員助理,人民力量,44355,,泛民
2012,麥業成,區議員,民主陣線,2896,,泛民
2012,曾健成,候選人並未提供有關資料,社會民主連線,9280,,泛民
2012,郭家麒,外科醫生,公民黨,72185,Y,泛民
2012,余若薇,資深大律師,公民黨,72185,,泛民
2012,田北辰,企業家,新民黨,37808,Y,建制
2012,張慧晶,民選區議員,新民黨,37808,,建制
2012,黃卓健,長者慈善基金主席,新民黨,37808,,建制
2012,何建昌,總經理,新民黨,37808,,建制
2012,何君堯,律師,無,10805,,其他
2012,陳一華,牧師,獨立候選人,11997,,其他
2012,梁耀忠,中學教師,街坊工友服務處,43799,Y,泛民
2012,黃潤達,社工,街坊工友服務處,43799,,泛民
2012,陳恒鑌,區議員 / 工程師,民建聯 /新界社團聯會,36555,Y,建制
2012,潘志成,區議員,民建聯 /新界社團聯會,36555,,建制
2012,林琳,區議員 / 金融業,民建聯 /新界社團聯會,36555,,建制
2012,陳振中,區議員,民建聯 /新界社團聯會,36555,,建制
2012,羅崑,助理統籌主任,民建聯 /新界社團聯會,36555,,建制
2012,梁嘉銘,社區工作者,民建聯 /新界社團聯會,36555,,建制
2012,曾大,助理統籌主任,民建聯 /新界社團聯會,36555,,建制
2012,陳強,公司董事,候選人並未提供有關資料,16767,,其他
2012,丁衍華,社區發展總監,候選人並未提供有關資料,16767,,其他
2012,蘇嘉雯,律師,候選人並未提供有關資料,16767,,其他
2012,鄒秉恬,區議員,候選人並未提供有關資料,16767,,其他
2012,鄧家良,全職區議員,候選人並未提供有關資料,16767,,其他
2012,潘小屏,籌募及推廣總監,候選人並未提供有關資料,16767,,其他
2012,"GURUNG,Raju",公司董事,候選人並未提供有關資料,16767,,其他
2012,李永達,立法會議員,民主黨,32792,,泛民
2012,林立志,區議員,民主黨,32792,,泛民
2012,黎敬瑋,立法會議員助理,民主黨,32792,,泛民
2012,李卓人,職工盟秘書長,工黨,40967,Y,泛民
2012,譚駿賢,工會組織者,工黨,40967,,泛民
2012,譚耀宗,全職立法會議員,民建聯,43496,Y,建制
2012,龍瑞卿,全職區議員,民建聯,43496,,建制
2012,葉文斌,助理統籌主任,民建聯,43496,,建制
2012,巫成鋒,社區主任,民建聯,43496,,建制
2012,梁國雄,立法會議員,社會民主連線,48295,Y,泛民
2012,葉偉明,立法會議員、工會工作者,工聯會,24458,,建制
2012,黃宏滔,區議員,工聯會,24458,,建制
2012,程岸麗,工會工作者,工聯會,24458,,建制
2012,簡兆祺,區議員,工聯會,24458,,建制
2012,曾勁聰,區議員,工聯會,24458,,建制
2012,張國和,註冊會計師、註冊稅務師,工聯會,24458,,建制
2012,劉慧卿,立法會議員,民主黨,37039,Y,泛民
2012,柯耀林,立法會議員辦事處總幹事,民主黨,37039,,泛民
2012,林少忠,西貢區議員,民主黨,37039,,泛民
2012,林咏然,西貢區議員,民主黨,37039,,泛民
2012,梁安琪,廣播/主持,獨立,1077,,其他
2012,龐愛蘭,沙田區議員/註冊藥劑師,公民力量,23988,,建制
2012,譚領律,西貢區議員/註冊社工,公民力量,23988,,建制
2012,羅光強,沙田區議員,公民力量,23988,,建制
2012,陳國添,沙田區議員,公民力量,23988,,建制
2012,蘇俊文,大律師,新論壇,23988,,建制
2012,林松茵,沙田區議員/註冊社工,公民力量,23988,,建制
2012,梁家輝,沙田區議員,公民力量,23988,,建制
2012,陳敏娟,沙田區議員,公民力量,23988,,建制
2012,鄧永昌,沙田區議員/證券商代表,公民力量,23988,,建制
2012,葛珮帆,區議員/資訊科技管理,民建聯,46139,Y,建制
2012,莊元苳,全職區議員,民建聯,46139,,建制
2012,李世榮,全職區議員,民建聯,46139,,建制
2012,李家良,全職區議員,民建聯,46139,,建制
2012,董健莉,全職區議員,民建聯,46139,,建制
2012,祁麗媚,社區工作者,民建聯,46139,,建制
2012,黃冰芬,社區工作者,民建聯,46139,,建制
2012,陳志全,行政總裁,人民力量,38042,Y,泛民
2012,袁彌明,零售董事經理,人民力量,38042,,泛民
2012,邱榮光,區議員,經濟動力,5717,,建制
2012,湯寶珍,區議員,經濟動力,5717,,建制
2012,陳灶良,董事,經濟動力,5717,,建制
2012,彭樹穩,會計文員,經濟動力,5717,,建制
2012,劉偉倫,區議員,經濟動力,5717,,建制
2012,成國柱,自僱人士,經濟動力,5717,,建制
2012,文春輝,區議員,經濟動力,5717,,建制
2012,鄧光榮,董事,無黨派,5717,,其他
2012,駱水生,區議員,無黨派,5717,,其他
2012,陳克勤,立法會議員,民建聯,40977,Y,建制
2012,劉國勳,北區區議員,民建聯,40977,,建制
2012,黃碧嬌,大埔區議員,民建聯,40977,,建制
2012,藍偉良,資深保險理財顧問,民建聯,40977,,建制
2012,胡健民,公司董事,民建聯,40977,,建制
2012,姚銘,北區區議員,民建聯,40977,,建制
2012,張超雄,大學講師,工黨,39650,Y,泛民
2012,郭永健,幹事,工黨,39650,,泛民
2012,蔡耀昌,社區組織幹事,民主黨,10028,,泛民
2012,區鎮樺,全職議員 / 資深社區工作者,民主黨,10028,,泛民
2012,麥潤培,區議員,民主黨,10028,,泛民
2012,鄺美娜,議員助理,民主黨,10028,,泛民
2012,范國威,"全職區議員, 兼職大學導師",新民主同盟,28621,Y,泛民
2012,任啟邦,區議員,新民主同盟,28621,,泛民
2012,梁里,區議員,新民主同盟,28621,,泛民
2012,梁永雄,善終顧問,新民主同盟,28621,,泛民
2012,關永業,區議員,新民主同盟,28621,,泛民
2012,丘文俊,區議員,新民主同盟,28621,,泛民
2012,鍾錦麟,區議員,新民主同盟,28621,,泛民
2012,張國強,區議員,新民主同盟,28621,,泛民
2012,容溟舟,區議員,新民主同盟,28621,,泛民
2012,田北俊,公司主席,自由黨,31016,Y,建制
2012,周梁淑怡,公司董事,自由黨,31016,,建制
2012,梁志偉,全職區議員,自由黨,31016,,建制
2012,廖國華,全職區議員,自由黨,31016,,建制
2012,黃成智,立法會議員,民主黨,21118,,泛民
2012,羅世恩,區議員,民主黨,21118,,泛民
2012,湯家驊,資深大律師,公民黨,32753,Y,泛民
2012,楊岳橋,執業大律師,公民黨,32753,,泛民
2012,何民傑,議員,獨立無黨派,2875,,其他
2012,龐一鳴,自由工作者,候選人並未提供有關資料,6031,,其他
2012,方國珊,候選人並未提供有關資料,候選人並未提供有關資料,24594,,其他
2012,陳國強,公司董事,沒有,2327,,其他
2012,劉皇發,商人,經濟動力,不適用,Y,建制
2012,何俊賢,公司董事,民主建港協進聯盟,105,Y,建制
2012,陳美德,漁民,候選人並未提供有關資料,18,,其他
2012,陳健波,立法會議員,無黨派候選人,不適用,Y,其他
2012,易志明,公司董事,自由黨,不適用,Y,建制
2012,何漢權,教師,--,15170,,其他
2012,葉建源,教協會總幹事,香港教育專業人員協會,46535,Y,其他
2012,郭榮鏗,大律師,公民黨,2528,Y,泛民
2012,王桂壎,律師,獨立候選人,1970,,其他
2012,梁繼昌,高級顧問,候選人並未提供有關資料,7701,Y,其他
2012,黃宏泰,候選人並未提供有關資料,候選人並未提供有關資料,1335,,其他
2012,陳普芬,執業會計師,無,896,,其他
2012,林智遠,執業資深會計師,獨立候選人,6538,,其他
2012,謝鴻興,候選人並未提供有關資料,候選人並未提供有關資料,2205,,其他
2012,梁家騮,醫生,不適用,4541,Y,其他
2012,李國麟,"護理學系主任, 副教授",獨立候選人,15861,Y,其他
2012,曹聖玉,候選人並未提供有關資料,候選人並未提供有關資料,5006,,其他
2012,黎廣德,工程師,公共專業聯盟,1952,,泛民
2012,盧偉國,工程師,獨立候選人,2811,Y,其他
2012,陸宏廣,工程師,無,392,,其他
2012,何鍾泰,工程師,沒有,1625,,其他
2012,劉秀成,建築師,獨立,1607,,其他
2012,吳永輝,"規劃師,GIS 專家",民主黨,1464,,泛民
2012,謝偉銓,測量師,獨立,1668,Y,其他
2012,郭偉强,區議員,工聯會,不適用,Y,建制
2012,鄧家彪,區議員,工聯會,不適用,Y,建制
2012,潘兆平,工會工作者,港九勞工社團聯會,不適用,Y,建制
2012,陳義飛,社工,候選人並未提供有關資料,1113,,其他
2012,張國柱,社會工作,社工總工會 / 工黨,9078,Y,泛民
2012,石禮謙,商人,獨立,不適用,Y,其他
2012,葉慶寧,候選人並未提供有關資料,候選人並未提供有關資料,403,,其他
2012,姚思榮,副董事長,無,523,Y,其他
2012,林健鋒,商人,經濟動力,不適用,Y,建制
2012,廖長江,候選人並未提供有關資料,候選人並未提供有關資料,不適用,Y,其他
2012,梁君彥,商人,經濟動力,不適用,Y,建制
2012,林大輝,立法會議員,沒有,不適用,Y,其他
2012,吳亮星,銀行家,獨立人士,不適用,Y,其他
2012,林德明,客戶主任,無,5,,其他
2012,甄文星,候選人並未提供有關資料,候選人並未提供有關資料,25,,其他
2012,張華峯,證券交易商,無,208,Y,其他
2012,李君豪,主席,無,202,,其他
2012,鄧予立,主席,/,24,,其他
2012,蕭思江,候選人並未提供有關資料,候選人並未提供有關資料,109,,其他
2012,馬逢國,執行董事,新論壇,1106,Y,建制
2012,周俊輝,藝術家,無,477,,其他
2012,黃定光,商人,民建聯,不適用,Y,建制
2012,鍾國斌,商人,自由黨,1076,Y,建制
2012,陳亨利,候選人並未提供有關資料,候選人並未提供有關資料,843,,其他
2012,方剛,商人,自由黨,不適用,Y,建制
2012,譚偉豪,董事及立法會議員（2008-2012）,獨立,2063,,其他
2012,莫乃光,資訊科技行政人員,獨立,2828,Y,其他
2012,張宇人,商人,自由黨,不適用,Y,建制
2012,葉國謙,立法會議員,民主建港協進聯盟,不適用,Y,建制
2012,何俊仁,律師/立法會議員,民主黨,228840,Y,泛民
2012,鄺俊宇,全職區議員,民主黨,228840,,泛民
2012,林紹輝,全職區議員,民主黨,228840,,泛民
2012,涂謹申,"律師,立法會議員 (1998-2012)",民主黨,316468,Y,泛民
2012,趙家賢,"區議員, 認可調解員",民主黨,316468,,泛民
2012,區諾軒,南區區議員,民主黨,316468,,泛民
2012,白韻琹,傳媒人/灣仔區樂活區議員,獨立,61321,,其他
2012,劉江華,立法會議員,民建聯,199732,,建制
2012,馮檢基,立法會議員,民協,262172,Y,泛民
2012,許錦成,機構總監,民協,262172,,泛民
2012,李慧琼,專業會計師,民建聯,277143,Y,建制
2012,洪連杉,中學教師,民建聯,277143,,建制
2012,陳學鋒,立法會議員助理,民建聯,277143,,建制
2012,朱立威,區議員,民建聯,277143,,建制
2012,顏汶羽,區議員,民建聯,277143,,建制
2012,陳婉嫻,黃大仙區議員,工聯會,246196,Y,建制
2012,梁子穎,教師,工聯會,246196,,建制
2012,黃潤昌,九龍城區議員,工聯會,246196,,建制
